id,text,aspects
1752,ve read of preview review people either not new yorkers or appreciation ambience food .,"['appreciation ambience food', 'appreciation ambience', 'not new yorkers', 'review people', 'ambience food', 'new yorkers']"
1753,"toon recently redone , so it attractive space .",['attractive space']
1754,"filet , side , an appetizer drink .","['an appetizer drink', 'appetizer drink']"
1755,"price nothing special , portion huge .","['price nothing', 'special portion', 'special , portion']"
1756,"nice quiet location to go eat good meal , relax , be able to talk good time .","['good meal', 'good time', 'nice location', 'quiet location', 'nice quiet location']"
1757,"we arrived dinner expecting to be impressed by an impressive past but , it past !","['impressive past', 'an impressive past']"
1758,"however , think is good hang spot .","['good hang spot', 'hang spot', 'good spot']"
1759,"menu is prix fixe , so be prepared to spend at least per person , but it is well worth itsuperb food .","['prix fixe', 'itsuperb food']"
1760,"rao is good , but it nothing special .",[]
1761,wine list is extensive impressive .,['wine list']
1762,we wonderful waitress .,['wonderful waitress']
1763,"staff at little bistro is friendly , never experienced incompetency .",['little bistro']
1764,quail fantastic unique pasta full of flavor .,"['unique pasta', 'fantastic pasta', 'fantastic unique pasta', 'full pasta']"
1765,"we left at pm , it packed noisy .",[]
1766,"okay , so never write but seem to fair balance of positive to negative review concerning green bo it time to speak up live in chinatown .","['fair balance', 'negative review']"
1767,zucchini mashed potato blend of garlic butter simply melt in mouth .,"['garlic butter', 'potato blend', 'mashed blend', 'zucchini mashed potato blend']"
1768,staff is courteous friendly .,[]
1769,never fails to please .,[]
1770,decor is nice though service be spotty .,[]
1771,"aside rushed service , we impressed food drink .","['food drink', 'rushed service']"
1772,absolutely visit .,[]
1773,make sure spicy scallop roll .. .,"['spicy scallop', 'sure roll', 'scallop roll', 'sure spicy scallop roll']"
1774,would highly recommend to anyone is looking fine indian dining experience is definitely value dollar .,"['dining experience', 'indian experience', 'value dollar', 'fine indian dining experience', 'fine experience']"
1775,even it pub atmosphere great to my kid !,"['great atmosphere', 'my kid', 'even it']"
1776,big draw is sushi . !,['big draw']
1777,consider best grand sichuan in nyc .,['best grand sichuan']
1778,we spent definetly come back my friend ! !,[]
1779,went to village last night my birthday .,['last night']
1780,"of worker ignore me talk to female customer , time , ve skipped my order .","['female customer', 'my order']"
1781,special usually quite good .,[]
1782,ve best dessert mixed drink a well a snack food .,"['mixed drink', 'a snack food', 'snack food']"
1783,try chocolate mud cake warmed scoop of dulce de leche gelato .,"['chocolate mud cake', 'mud cake', 'dulce de leche gelato', 'dulce de leche', 'chocolate mud']"
1784,good bad .,[]
1785,really cool stauff inside .,"['really cool stauff', 'cool stauff']"
1786,"new still feature much of classical furniture made tiffin so attractive , menu overhauled .",['classical furniture']
1787,best burger in village .,['best burger']
1788,we visited orsay ny week tried menu .,['ny week']
1789,would gotten cole slaw knish if my stomach space .,"['stomach space', 'cole slaw knish']"
1790,"came week , save much , but it still great .",[]
1791,would never go back .,[]
1792,three of u arrived dinner on week night without reservation .,['week night']
1793,"blond wood decor is soothing , premium sake is excellent service is great .","['excellent service', 'blond decor', 'blond wood decor', 'wood decor', 'premium sake']"
1794,is usually wait but it is well worth it .,[]
1795,"be careful , say spicy , mean it !",[]
1796,money could easily be better spent elsewhere anywhere .,[]
1797,"drawback toast bagel , make egg bagel .","['egg bagel', 'drawback toast bagel']"
1798,a always we great glass of wine we waited .,['great glass']
1799,bring appetite .,[]
1800,"wait staff is pleasant , fun , part gorgeous in wonderful aesthetic beautification way , not in way .","['wonderful way', 'gorgeous part', 'wonderful aesthetic beautification way', 'beautification way', 'aesthetic beautification']"
1801,"of course atmosphere is lacking , but do expect hour bagel anyways ?","['hour bagel', 'course atmosphere']"
1802,service good warm .,['warm service']
1803,dinner chicken tikka masala garlic naan .,"['masala garlic naan', 'dinner chicken']"
1804,cornelia street look like broadway set west side story inside of po is so cool quaint really top setting romantic dinner in nyc .,"['cornelia street look', 'street look', 'west side', 'side story', 'romantic dinner', 'west side story', 'cornelia street']"
1805,"like others said , expect to make nite romantic yes , busy may require to wait .",[]
1806,"seriously , kick as .",[]
1807,food good view of new york city skiline terrific even on foggy rainy day like of went .,"['foggy day', 'good view', 'city skiline', 'foggy rainy day', 'food good view', 'rainy day']"
1808,"also , it is so thin , it get cold quickly not filling .",[]
1809,food is nothing like menu description .,['menu description']
1810,try pad se ew or chicken with cashew nut memorable repeatable experience .,"['cashew nut', 'pad se ew', 'repeatable experience', 'memorable experience']"
1811,it o.k . pizza .,"['o.k pizza', '. pizza']"
1812,loved it would highly recommend .,[]
1813,ve twice .,[]
1814,"food is decent at best , ambience , well , it matter of opinion , may consider it to be sweet thing , thought it annoying .",['sweet thing']
1815,best to bring kid or friend want to do something different .,[]
1816,"service bit slow , but friendly .",['service bit']
1817,"however , do not understand extraordinary hype .",['extraordinary hype']
1818,it small cute .,['small cute']
1819,be returning .,[]
1820,"leon is an east village gem casual but hip , well prepared basic french bistro fare , good special , warm lively atmosphere .","['lively atmosphere', 'warm atmosphere', 'village casual', 'bistro fare', 'basic fare', 'french fare', 'special atmosphere', 'prepared fare', 'gem casual', 'east village']"
1821,food is average midtown sligtly better of heartland brewery in city .,"['heartland brewery', 'average midtown']"
1822,thius is must anyone love shabu shabu .,['shabu shabu']
1823,food absolutely horrible !,['horrible food']
1824,food appear to be cooked on premisis but high turnover so pretty fresh .,['high turnover']
1825,dirty unkempt .,['dirty unkempt']
1826,nice though .,[]
1827,warning may find it difficult to at japanese restaurant visit to mizu !,"['japanese restaurant visit', 'japanese visit', 'restaurant visit']"
1828,"similar to indian restaurant , use dinner special to attract customer at door .","['indian restaurant', 'special dinner']"
1829,it is small restuarant so go early it be nice quiet go late it be packed !,[]
1830,"people with cart of food understand speak english , job is to give delicious food point at .","['food point', 'delicious point', 'delicious food point']"
1831,"crackling calamari salad , is usually cheap disaster at many restaurant , is crispy lightly dressed .","['many restaurant', 'cheap disaster', 'calamari salad']"
1832,"not greatest sushi place , but excellent . eat .","['sushi place', 'not greatest sushi place', 'greatest place']"
1833,"shockingly easy to throw group dinner simple contract , deposit to hold date entire nd fl mezz grp of .","['simple contract', 'group contract', 'group dinner simple contract', 'entire nd']"
1834,thai ice tea amazingly smooth yummy !,"['thai tea', 'ice tea', 'thai ice tea']"
1835,we ve never problem staff but maybe we ve lucky ?,[]
1836,drink way priced .,[]
1837,main downside to is nazi like guy running it constantly complains noise level .,"['main downside', 'noise level']"
1838,like food came right it ordered .,[]
1839,"but warning to use site be weary , be weary of recommendation .",[]
1840,moderate price .,['moderate price']
1841,we great time at jekyll hyde pub last night .,"['last night', 'great time', 'jekyll hyde pub']"
1842,try it side by side no comparison .,['no comparison']
1843,think ve best meal of my life at minnow .,"['best meal', 'my life']"
1844,my biggest complaint un tasty food although presented well .,"['biggest complaint', 'my biggest complaint', 'un tasty food', 'tasty food', 'un food']"
1845,"tiny is a cozy a it get , certain parisian flair .","['a cozy a', 'certain flair', 'parisian flair']"
1846,so sorry rate better .,['sorry rate']
1847,"importantly , food is excellent .",[]
1848,buon appetito !,[]
1849,"great roofdeck , nice group of somethings , but no music , kind of quiet .","['quiet music', ', nice group', 'no music', 'great roofdeck', 'nice group']"
1850,"if we to move upper east side , we would genuinely miss .","['upper east side', 'east side', 'upper side']"
1851,"best part of experience knowing manager bubbly , friendly young woman great smile truly cared we .","['experience knowing manager bubbly', 'friendly smile', 'young woman', 'manager bubbly', 'great smile', 'knowing manager', 'best part']"
1852,"ok , of u growing up in village of nyc , we spoiled by plethora of restaurant , of stay open late .",[]
1853,"however , service a plain a sesame crusted salmon .","['sesame salmon', 'crusted salmon']"
1854,would highly recommend it .,[]
1855,it great to go quick lunch either alone or friend .,['quick lunch']
