id,text,aspects,sentence
1909,it is best deal in town monday night dinner at fine .,"['best deal', 'monday night', 'night dinner']",it is best deal in town monday night dinner at fine .
1910,nothing special .,[],nothing special .
1911,"also , sandwich nearing come anything like chip or side .",['sandwich nearing'],"also , sandwich nearing come anything like chip or side ."
1912,never strayed .,[],never strayed .
1913,"wait is long dim sum , but if like sharing table or if typical raucous dim sum atmosphere is not gig , is sleek chinatown alternative .","['long dim sum', 'dim sum', 'sum atmosphere', 'typical atmosphere', 'long sum', 'chinatown alternative', 'sleek alternative', 'sleek chinatown alternative', 'raucous atmosphere']","wait is long dim sum , but if like sharing table or if typical raucous dim sum atmosphere is not gig , is sleek chinatown alternative ."
1914,leave kid at home !,[],leave kid at home !
1915,"good potential , but need significant amount of work we justify spending much money on indian food get everywhere else .","['indian food', 'significant amount', 'good potential', 'much money']","good potential , but need significant amount of work we justify spending much money on indian food get everywhere else ."
1916,"everything is always cooked to perfection , service is excellent , decor cool understated .",['decor cool'],"everything is always cooked to perfection , service is excellent , decor cool understated ."
1917,of break bank !,['break bank'],of break bank !
1918,thai food is good .,['thai food'],thai food is good .
1919,moved to neighborhood we ve trying west village sushi restaurant .,"['west village sushi restaurant', 'village restaurant', 'sushi restaurant', 'west village']",moved to neighborhood we ve trying west village sushi restaurant .
1920,"great selection of wine , seafood .",['great selection'],"great selection of wine , seafood ."
1921,delicious .,[],delicious .
1922,acceptable price .,['acceptable price'],acceptable price .
1923,big thumb up !,['big thumb'],big thumb up !
1924,we seated at sushi bar in front of yasuda .,['sushi bar'],we seated at sushi bar in front of yasuda .
1925,we lived in chelsea two year never noticed .,[],we lived in chelsea two year never noticed .
1926,"a made title , it an affordable great taste .","['a made title', 'made title', 'great taste', 'affordable taste']","a made title , it an affordable great taste ."
1927,even scoop it nice on diet not much not to little .,[],even scoop it nice on diet not much not to little .
1928,definitely not worth price !,[],definitely not worth price !
1929,"orsay , is pleasnt throw back to traditional french food , french service a well .","['french service', 'traditional french food', 'french food', 'traditional food']","orsay , is pleasnt throw back to traditional french food , french service a well ."
1930,it easy to get table large group get hustled .,['large group'],it easy to get table large group get hustled .
1931,great food at reasonable price .,"['great food', 'reasonable price']",great food at reasonable price .
1932,salad delicious way to begin meal .,['delicious way'],salad delicious way to begin meal .
1933,"ordered tamarind duck my wife ordered noodle with ground beef , we delighted by way dish evoked thai flavor in unexpected way .","['ground beef', 'my wife', 'unexpected way', 'tamarind duck', 'thai flavor', 'way dish']","ordered tamarind duck my wife ordered noodle with ground beef , we delighted by way dish evoked thai flavor in unexpected way ."
1934,to pay .,[],to pay .
1935,if ve ever along river in weehawken an idea of top of view chart house to offer .,"['chart house', 'an idea']",if ve ever along river in weehawken an idea of top of view chart house to offer .
1936,loved it .,[],loved it .
1937,"re better taiwanese restaurant located in flushing , queen .","['flushing queen', 'flushing , queen', 'better taiwanese restaurant', 'better restaurant', 'taiwanese restaurant']","re better taiwanese restaurant located in flushing , queen ."
1938,price an entree dinner even less lunch .,"['even less lunch', 'less lunch', 'an entree dinner', 'entree dinner']",price an entree dinner even less lunch .
1939,beat price .,['beat price'],beat price .
1940,but wan na live .,[],but wan na live .
1941,arigato gozimas yuka !,['arigato gozimas'],arigato gozimas yuka !
1942,happen to be impressed by cuisine definitely try it .,[],happen to be impressed by cuisine definitely try it .
1943,"black cod with yuzu sauce , wonderful .","['black cod', 'wonderful cod', 'yuzu sauce']","black cod with yuzu sauce , wonderful ."
1944,price high cramped unappealing resturant .,"['cramped resturant', 'unappealing resturant']",price high cramped unappealing resturant .
1945,tuk tuk is one of rare choice me to go in brooklyn .,"['rare choice', 'tuk tuk']",tuk tuk is one of rare choice me to go in brooklyn .
1946,quiet dark asian bistro is well worth trip .,"['quiet dark asian bistro', 'worth trip', 'well worth trip', 'quiet bistro', 'asian bistro']",quiet dark asian bistro is well worth trip .
1947,knew upon visiting nyc wanted to try an orginal deli .,"['orginal deli', 'an orginal deli']",knew upon visiting nyc wanted to try an orginal deli .
1948,would highly recommend !,[],would highly recommend !
1949,total hipster wannabe attitude in an otherwise sweet spot .,"['wannabe attitude', 'total hipster wannabe attitude', 'sweet spot', 'total attitude', 'an otherwise sweet spot']",total hipster wannabe attitude in an otherwise sweet spot .
1950,"yes , might be wait if no reservation .",['no reservation'],"yes , might be wait if no reservation ."
1951,thank emilio .,[],thank emilio .
1952,first of dal bukhara rock .,['bukhara rock'],first of dal bukhara rock .
1953,"everything , soft bread , soggy salad , minute wait time , an incredibly rude service to deliver average food .","['minute time', 'rude service', 'average food', 'soft bread', 'soggy salad', 'an incredibly rude service', 'minute wait time', 'wait time']","everything , soft bread , soggy salad , minute wait time , an incredibly rude service to deliver average food ."
1954,asked spicy delicious .,[],asked spicy delicious .
1955,"it is terrific , a is value .","['is value', 'a is value']","it is terrific , a is value ."
1956,sicilian is my favorite it is moist not dry like place but pizza is great !,[],sicilian is my favorite it is moist not dry like place but pizza is great !
1957,downstairs lounge is always good attraction,"['downstairs lounge', 'good attraction']",downstairs lounge is always good attraction
1958,menu price bit expensive get in quality portion size .,"['price bit', 'portion size', 'quality portion size', 'price bit expensive get', 'expensive get', 'quality portion']",menu price bit expensive get in quality portion size .
1959,"food amazing , service prompt helpful , but not bearing or rushed .","['service prompt', 'helpful prompt', 'amazing food']","food amazing , service prompt helpful , but not bearing or rushed ."
1960,"food delivered by busboy , not waiter we got no cheese offered pasta , water and wine glass remained empty entire meal , we would easily spent another on wine .","['empty meal', 'entire meal', 'empty entire meal', 'no cheese', 'wine glass']","food delivered by busboy , not waiter we got no cheese offered pasta , water and wine glass remained empty entire meal , we would easily spent another on wine ."
1961,takeout is great since give high quality tupperware a well .,"['high quality tupperware', 'high quality', 'quality tupperware']",takeout is great since give high quality tupperware a well .
