id,sentence,aspects,aspectCategories,text
1835,"Some of the workers ignore me and talk to the female customers, other times, they've skipped my order.","[{""term"": ""workers"", ""polarity"": ""negative"", ""start"": ""12"", ""end"": ""19""}, {""term"": ""order"", ""polarity"": ""negative"", ""start"": ""96"", ""end"": ""101""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","Some of the workers ignore me and talk to the female customers, other times, they've skipped my order."
208,The specials are usually quite good too.,"[{""term"": ""specials"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""12""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The specials are usually quite good too.
1023,They've the best desserts and mixed drinks as well as snack foods.,"[{""term"": ""desserts"", ""polarity"": ""positive"", ""start"": ""17"", ""end"": ""25""}, {""term"": ""mixed drinks"", ""polarity"": ""positive"", ""start"": ""30"", ""end"": ""42""}, {""term"": ""snack foods"", ""polarity"": ""positive"", ""start"": ""54"", ""end"": ""65""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",They've the best desserts and mixed drinks as well as snack foods.
85,Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.,"[{""term"": ""chocolate mud cake (warmed)"", ""polarity"": ""positive"", ""start"": ""8"", ""end"": ""35""}, {""term"": ""dulce de leche gelato"", ""polarity"": ""positive"", ""start"": ""53"", ""end"": ""74""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Try the chocolate mud cake (warmed) with 2 scoops of dulce de leche gelato.
2388,That's good and bad.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]",That's good and bad.
609,Really cool stauff inside.,"[{""term"": ""stauff"", ""polarity"": ""positive"", ""start"": ""12"", ""end"": ""18""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",Really cool stauff inside.
3417,"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.","[{""term"": ""classical furniture"", ""polarity"": ""positive"", ""start"": ""57"", ""end"": ""76""}, {""term"": ""menu"", ""polarity"": ""negative"", ""start"": ""113"", ""end"": ""117""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}, {""category"": ""ambience"", ""polarity"": ""positive""}, {""category"": ""food"", ""polarity"": ""negative""}]","While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled."
602,The best burger I have had in the Village.,"[{""term"": ""burger"", ""polarity"": ""positive"", ""start"": ""9"", ""end"": ""15""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",The best burger I have had in the Village.
909,We visited Orsay during NY Restaurant Week and tried their $35 menu.,"[{""term"": ""menu"", ""polarity"": ""neutral"", ""start"": ""63"", ""end"": ""67""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",We visited Orsay during NY Restaurant Week and tried their $35 menu.
488,I would have gotten some cole slaw and a knish if my stomach had more space.,"[{""term"": ""cole slaw"", ""polarity"": ""neutral"", ""start"": ""25"", ""end"": ""34""}, {""term"": ""knish"", ""polarity"": ""neutral"", ""start"": ""41"", ""end"": ""46""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",I would have gotten some cole slaw and a knish if my stomach had more space.
804,"came here for restaurant week, didn't save much, but it was still great.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}, {""category"": ""price"", ""polarity"": ""conflict""}]","came here for restaurant week, didn't save much, but it was still great."
1153,Would NEVER go back there.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",Would NEVER go back there.
769,Three of us arrived for dinner about 5:30 on a week night without reservations.,"[{""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""24"", ""end"": ""30""}, {""term"": ""reservations"", ""polarity"": ""neutral"", ""start"": ""66"", ""end"": ""78""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",Three of us arrived for dinner about 5:30 on a week night without reservations.
3026,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.","[{""term"": ""blond wood decor"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""20""}, {""term"": ""sake"", ""polarity"": ""positive"", ""start"": ""51"", ""end"": ""55""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""77"", ""end"": ""84""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","The blond wood decor is very soothing, the premium sake is excellent and the service is great."
661,There is usually a wait but it is well worth it.,"[{""term"": ""wait"", ""polarity"": ""conflict"", ""start"": ""19"", ""end"": ""23""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""conflict""}]",There is usually a wait but it is well worth it.
1437,"Be careful, when they say spicy, they mean it!",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]","Be careful, when they say spicy, they mean it!"
2532,Your money could easily be better spent elsewhere (Anywhere).,"[{""term"": ""money"", ""polarity"": ""neutral"", ""start"": ""5"", ""end"": ""10""}]","[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",Your money could easily be better spent elsewhere (Anywhere).
1062,"Only drawback - they won't toast your bagel, and they don't make eggs for the bagel.","[{""term"": ""bagel"", ""polarity"": ""negative"", ""start"": ""38"", ""end"": ""43""}, {""term"": ""eggs"", ""polarity"": ""negative"", ""start"": ""65"", ""end"": ""69""}, {""term"": ""bagel"", ""polarity"": ""negative"", ""start"": ""78"", ""end"": ""83""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","Only drawback - they won't toast your bagel, and they don't make eggs for the bagel."
552,As always we had a great glass of wine while we waited.,"[{""term"": ""glass of wine"", ""polarity"": ""positive"", ""start"": ""25"", ""end"": ""38""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",As always we had a great glass of wine while we waited.
1953,Bring your appetites.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",Bring your appetites.
1722,"The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way).","[{""term"": ""wait staff"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""14""}]","[{""category"": ""service"", ""polarity"": ""positive""}]","The wait staff is pleasant, fun, and for the most part gorgeous (in the wonderful aesthetic beautification way, not in that she's-way-cuter-than-me-that-b@#$* way)."
1218,"Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?","[{""term"": ""atmosphere"", ""polarity"": ""negative"", ""start"": ""15"", ""end"": ""25""}, {""term"": ""bagel"", ""polarity"": ""neutral"", ""start"": ""76"", ""end"": ""81""}]","[{""category"": ""ambience"", ""polarity"": ""negative""}]","Of course this atmosphere is lacking, but what do you expect from a 24 hour bagel place anyways?"
509,Service was very good and warm.,"[{""term"": ""Service"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""7""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",Service was very good and warm.
2318,For dinner I had the chicken tikka-masala and some garlic naan.,"[{""term"": ""chicken tikka-masala"", ""polarity"": ""neutral"", ""start"": ""21"", ""end"": ""41""}, {""term"": ""garlic naan"", ""polarity"": ""neutral"", ""start"": ""51"", ""end"": ""62""}, {""term"": ""dinner"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""10""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",For dinner I had the chicken tikka-masala and some garlic naan.
2676,Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.,"[{""term"": ""dinner"", ""polarity"": ""positive"", ""start"": ""149"", ""end"": ""155""}, {""term"": ""setting"", ""polarity"": ""positive"", ""start"": ""126"", ""end"": ""133""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",Cornelia Street looks like a Broadway set for West Side Story and the inside of Po is so cool quaint you really can't top the setting for a romantic dinner in NYC.
1965,"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",[],"[{""category"": ""ambience"", ""polarity"": ""negative""}, {""category"": ""service"", ""polarity"": ""negative""}]","Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait."
597,"Seriously, this place kicks ass.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","Seriously, this place kicks ass."
3317,Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,"[{""term"": ""Food"", ""polarity"": ""positive"", ""start"": ""0"", ""end"": ""4""}, {""term"": ""view"", ""polarity"": ""positive"", ""start"": ""22"", ""end"": ""26""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]",Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.
1745,"Also, because it is so thin, it gets cold very quickly and its not that filling.",[],"[{""category"": ""food"", ""polarity"": ""negative""}]","Also, because it is so thin, it gets cold very quickly and its not that filling."
3527,The food is nothing like its menu description.,"[{""term"": ""food"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""menu description"", ""polarity"": ""negative"", ""start"": ""29"", ""end"": ""45""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",The food is nothing like its menu description.
1387,Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,"[{""term"": ""Pad Se-Ew"", ""polarity"": ""positive"", ""start"": ""8"", ""end"": ""17""}, {""term"": ""Chicken with Cashew Nuts"", ""polarity"": ""positive"", ""start"": ""21"", ""end"": ""45""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.
3629,It's just O.K. pizza.,"[{""term"": ""pizza"", ""polarity"": ""neutral"", ""start"": ""15"", ""end"": ""20""}]","[{""category"": ""food"", ""polarity"": ""neutral""}]",It's just O.K. pizza.
2168,I loved it and would HIGHLY RECOMMEND.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",I loved it and would HIGHLY RECOMMEND.
3023,I've been here twice now.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""neutral""}]",I've been here twice now.
594,"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.","[{""term"": ""food"", ""polarity"": ""neutral"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""ambience"", ""polarity"": ""conflict"", ""start"": ""36"", ""end"": ""44""}]","[{""category"": ""food"", ""polarity"": ""neutral""}, {""category"": ""ambience"", ""polarity"": ""conflict""}]","The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying."
1587,THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.
2620,"The service was a bit slow, but they were very friendly.","[{""term"": ""service"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""11""}]","[{""category"": ""service"", ""polarity"": ""conflict""}]","The service was a bit slow, but they were very friendly."
3106,"However, I do not understand the extraordinary hype about this restaurant.",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]","However, I do not understand the extraordinary hype about this restaurant."
