id,sentence,aspects,aspectCategories,text,sentence_cleaned,sentence_tokens,sentence_no_stopwords,sentence_lemmatized,sentence_final
2101,rip . four small meat patty in steamed bun not worth trying .,"[{""term"": ""meat patties in steamed buns"", ""polarity"": ""negative"", ""start"": ""47"", ""end"": ""75""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""price"", ""polarity"": ""negative""}]",rip . four small meat patty in steamed bun not worth trying .,they were such a rip off . for four small meat patties in steamed buns and not worth trying.,"['they', 'were', 'such', 'rip', 'off', '.', 'for', 'four', 'small', 'meat', 'patties', 'in', 'steamed', 'buns', 'and', 'not', 'worth', 'trying', '.']","['rip', '.', 'four', 'small', 'meat', 'patties', 'in', 'steamed', 'buns', 'not', 'worth', 'trying', '.']","['rip', '.', 'four', 'small', 'meat', 'patty', 'in', 'steamed', 'bun', 'not', 'worth', 'trying', '.']",rip . four small meat patty in steamed bun not worth trying .
2113,first it took u long time to find .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",first it took u long time to find .,first it took us a long time to find the place.,"['first', 'it', 'took', 'us', 'long', 'time', 'to', 'find', 'the', 'place', '.']","['first', 'it', 'took', 'us', 'long', 'time', 'to', 'find', '.']","['first', 'it', 'took', 'u', 'long', 'time', 'to', 'find', '.']",first it took u long time to find .
1822,of pizza terrific price is even better !,"[{""term"": ""pizzas"", ""polarity"": ""positive"", ""start"": ""11"", ""end"": ""17""}, {""term"": ""price"", ""polarity"": ""positive"", ""start"": ""39"", ""end"": ""44""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""price"", ""polarity"": ""positive""}]",of pizza terrific price is even better !,all of the pizzas are terrific and the price is even better!,"['all', 'of', 'the', 'pizzas', 'are', 'terrific', 'and', 'the', 'price', 'is', 'even', 'better', '!']","['of', 'pizzas', 'terrific', 'price', 'is', 'even', 'better', '!']","['of', 'pizza', 'terrific', 'price', 'is', 'even', 'better', '!']",of pizza terrific price is even better !
2537,"it is food ambiance , imagine dreadful it be it we to listen to an idle engine .","[{""term"": ""FOOD"", ""polarity"": ""negative"", ""start"": ""12"", ""end"": ""16""}, {""term"": ""Ambiance"", ""polarity"": ""negative"", ""start"": ""21"", ""end"": ""29""}]","[{""category"": ""food"", ""polarity"": ""negative""}, {""category"": ""ambience"", ""polarity"": ""negative""}]","it is food ambiance , imagine dreadful it be it we to listen to an idle engine .","it is about food and ambiance, and imagine how dreadful it will be it we only had to listen to an idle engine.","['it', 'is', 'about', 'food', 'and', 'ambiance', ',', 'and', 'imagine', 'how', 'dreadful', 'it', 'will', 'be', 'it', 'we', 'only', 'had', 'to', 'listen', 'to', 'an', 'idle', 'engine', '.']","['it', 'is', 'food', 'ambiance', ',', 'imagine', 'dreadful', 'it', 'be', 'it', 'we', 'to', 'listen', 'to', 'an', 'idle', 'engine', '.']","['it', 'is', 'food', 'ambiance', ',', 'imagine', 'dreadful', 'it', 'be', 'it', 'we', 'to', 'listen', 'to', 'an', 'idle', 'engine', '.']","it is food ambiance , imagine dreadful it be it we to listen to an idle engine ."
1594,food good .,"[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",food good .,the food was good too.,"['the', 'food', 'was', 'good', 'too', '.']","['food', 'good', '.']","['food', 'good', '.']",food good .
3459,"we tried every thai atlantic avenue th street , joya is best .",[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]","we tried every thai atlantic avenue th street , joya is best .","we have tried every thai restaurant between atlantic avenue and th streets, and joya is the best.","['we', 'have', 'tried', 'every', 'thai', 'restaurant', 'between', 'atlantic', 'avenue', 'and', 'th', 'streets', ',', 'and', 'joya', 'is', 'the', 'best', '.']","['we', 'tried', 'every', 'thai', 'atlantic', 'avenue', 'th', 'streets', ',', 'joya', 'is', 'best', '.']","['we', 'tried', 'every', 'thai', 'atlantic', 'avenue', 'th', 'street', ',', 'joya', 'is', 'best', '.']","we tried every thai atlantic avenue th street , joya is best ."
3572,"immediately we paid , waiter took money said , okay , guy outta .","[{""term"": ""waiter"", ""polarity"": ""negative"", ""start"": ""31"", ""end"": ""37""}]","[{""category"": ""service"", ""polarity"": ""negative""}]","immediately we paid , waiter took money said , okay , guy outta .","immediately after we paid, the waiter took the money and said, okay, you guys are outta here.","['immediately', 'after', 'we', 'paid', ',', 'the', 'waiter', 'took', 'the', 'money', 'and', 'said', ',', 'okay', ',', 'you', 'guys', 'are', 'outta', 'here', '.']","['immediately', 'we', 'paid', ',', 'waiter', 'took', 'money', 'said', ',', 'okay', ',', 'guys', 'outta', '.']","['immediately', 'we', 'paid', ',', 'waiter', 'took', 'money', 'said', ',', 'okay', ',', 'guy', 'outta', '.']","immediately we paid , waiter took money said , okay , guy outta ."
845,dining room is quietly elegant no music to shout refreshing !,"[{""term"": ""dining room"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""15""}, {""term"": ""music"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""48""}]","[{""category"": ""ambience"", ""polarity"": ""positive""}]",dining room is quietly elegant no music to shout refreshing !,the dining room is quietly elegant with no music to shout over how refreshing!,"['the', 'dining', 'room', 'is', 'quietly', 'elegant', 'with', 'no', 'music', 'to', 'shout', 'over', 'how', 'refreshing', '!']","['dining', 'room', 'is', 'quietly', 'elegant', 'no', 'music', 'to', 'shout', 'refreshing', '!']","['dining', 'room', 'is', 'quietly', 'elegant', 'no', 'music', 'to', 'shout', 'refreshing', '!']",dining room is quietly elegant no music to shout refreshing !
3004,"admittedly , is not gigantic piece of fish overflowing plate thank goodness , in my opinion but simple , elegant sushi is no better in new york or anywhere in u .","[{""term"": ""sushi"", ""polarity"": ""positive"", ""start"": ""144"", ""end"": ""149""}, {""term"": ""fish"", ""polarity"": ""neutral"", ""start"": ""57"", ""end"": ""61""}]","[{""category"": ""food"", ""polarity"": ""positive""}]","admittedly , is not gigantic piece of fish overflowing plate thank goodness , in my opinion but simple , elegant sushi is no better in new york or anywhere in u .","admittedly, this is not the place for gigantic pieces of fish overflowing the plate and thank goodness, in my opinion but for simple, elegant sushi there is no better place in new york or anywhere in the us.","['admittedly', ',', 'this', 'is', 'not', 'the', 'place', 'for', 'gigantic', 'pieces', 'of', 'fish', 'overflowing', 'the', 'plate', 'and', 'thank', 'goodness', ',', 'in', 'my', 'opinion', 'but', 'for', 'simple', ',', 'elegant', 'sushi', 'there', 'is', 'no', 'better', 'place', 'in', 'new', 'york', 'or', 'anywhere', 'in', 'the', 'us', '.']","['admittedly', ',', 'is', 'not', 'gigantic', 'pieces', 'of', 'fish', 'overflowing', 'plate', 'thank', 'goodness', ',', 'in', 'my', 'opinion', 'but', 'simple', ',', 'elegant', 'sushi', 'is', 'no', 'better', 'in', 'new', 'york', 'or', 'anywhere', 'in', 'us', '.']","['admittedly', ',', 'is', 'not', 'gigantic', 'piece', 'of', 'fish', 'overflowing', 'plate', 'thank', 'goodness', ',', 'in', 'my', 'opinion', 'but', 'simple', ',', 'elegant', 'sushi', 'is', 'no', 'better', 'in', 'new', 'york', 'or', 'anywhere', 'in', 'u', '.']","admittedly , is not gigantic piece of fish overflowing plate thank goodness , in my opinion but simple , elegant sushi is no better in new york or anywhere in u ."
2441,am die hard peep lover .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""positive""}]",am die hard peep lover .,i am a die hard peep lover.,"['am', 'die', 'hard', 'peep', 'lover', '.']","['am', 'die', 'hard', 'peep', 'lover', '.']","['am', 'die', 'hard', 'peep', 'lover', '.']",am die hard peep lover .
965,"become regular , treated a one .",[],"[{""category"": ""service"", ""polarity"": ""positive""}]","become regular , treated a one .","once you become a regular, you are treated as one.","['once', 'you', 'become', 'regular', ',', 'you', 'are', 'treated', 'as', 'one', '.']","['become', 'regular', ',', 'treated', 'as', 'one', '.']","['become', 'regular', ',', 'treated', 'a', 'one', '.']","become regular , treated a one ."
1327,menu seemed to wide variety of dish seafood lover interesting way of preparing .,"[{""term"": ""menu"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""8""}, {""term"": ""variety of dishes"", ""polarity"": ""positive"", ""start"": ""31"", ""end"": ""48""}, {""term"": ""seafood"", ""polarity"": ""positive"", ""start"": ""53"", ""end"": ""60""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",menu seemed to wide variety of dish seafood lover interesting way of preparing .,the menu seemed to have a wide variety of dishes for seafood lovers and interesting ways of preparing them.,"['the', 'menu', 'seemed', 'to', 'have', 'wide', 'variety', 'of', 'dishes', 'for', 'seafood', 'lovers', 'and', 'interesting', 'ways', 'of', 'preparing', 'them', '.']","['menu', 'seemed', 'to', 'wide', 'variety', 'of', 'dishes', 'seafood', 'lovers', 'interesting', 'ways', 'of', 'preparing', '.']","['menu', 'seemed', 'to', 'wide', 'variety', 'of', 'dish', 'seafood', 'lover', 'interesting', 'way', 'of', 'preparing', '.']",menu seemed to wide variety of dish seafood lover interesting way of preparing .
1615,everyone treat like part of family .,[],"[{""category"": ""service"", ""polarity"": ""positive""}]",everyone treat like part of family .,everyone treats you like you were part of the family.,"['everyone', 'treats', 'you', 'like', 'you', 'were', 'part', 'of', 'the', 'family', '.']","['everyone', 'treats', 'like', 'part', 'of', 'family', '.']","['everyone', 'treat', 'like', 'part', 'of', 'family', '.']",everyone treat like part of family .
2681,white bean brushetta to start incredible pasta phenomenal .,"[{""term"": ""white bean brushetta"", ""polarity"": ""positive"", ""start"": ""4"", ""end"": ""24""}, {""term"": ""pasta"", ""polarity"": ""positive"", ""start"": ""57"", ""end"": ""62""}]","[{""category"": ""food"", ""polarity"": ""positive""}]",white bean brushetta to start incredible pasta phenomenal .,the white bean brushetta to start was incredible and the pasta was phenomenal.,"['the', 'white', 'bean', 'brushetta', 'to', 'start', 'was', 'incredible', 'and', 'the', 'pasta', 'was', 'phenomenal', '.']","['white', 'bean', 'brushetta', 'to', 'start', 'incredible', 'pasta', 'phenomenal', '.']","['white', 'bean', 'brushetta', 'to', 'start', 'incredible', 'pasta', 'phenomenal', '.']",white bean brushetta to start incredible pasta phenomenal .
3361,rest of menu is limited by everything is good eats .,"[{""term"": ""menu"", ""polarity"": ""conflict"", ""start"": ""16"", ""end"": ""20""}, {""term"": ""eats"", ""polarity"": ""positive"", ""start"": ""54"", ""end"": ""58""}]","[{""category"": ""food"", ""polarity"": ""conflict""}]",rest of menu is limited by everything is good eats .,the rest of the menu is limited by everything is good eats.,"['the', 'rest', 'of', 'the', 'menu', 'is', 'limited', 'by', 'everything', 'is', 'good', 'eats', '.']","['rest', 'of', 'menu', 'is', 'limited', 'by', 'everything', 'is', 'good', 'eats', '.']","['rest', 'of', 'menu', 'is', 'limited', 'by', 'everything', 'is', 'good', 'eats', '.']",rest of menu is limited by everything is good eats .
789,menu is nothing like one on website .,"[{""term"": ""menu"", ""polarity"": ""negative"", ""start"": ""4"", ""end"": ""8""}]","[{""category"": ""food"", ""polarity"": ""negative""}]",menu is nothing like one on website .,the menu is nothing like the one on the website.,"['the', 'menu', 'is', 'nothing', 'like', 'the', 'one', 'on', 'the', 'website', '.']","['menu', 'is', 'nothing', 'like', 'one', 'on', 'website', '.']","['menu', 'is', 'nothing', 'like', 'one', 'on', 'website', '.']",menu is nothing like one on website .
782,"great food , great lay out awesome service .","[{""term"": ""food"", ""polarity"": ""positive"", ""start"": ""6"", ""end"": ""10""}, {""term"": ""lay out"", ""polarity"": ""positive"", ""start"": ""18"", ""end"": ""25""}, {""term"": ""service"", ""polarity"": ""positive"", ""start"": ""38"", ""end"": ""45""}]","[{""category"": ""food"", ""polarity"": ""positive""}, {""category"": ""service"", ""polarity"": ""positive""}, {""category"": ""ambience"", ""polarity"": ""positive""}]","great food , great lay out awesome service .","great food, great lay out and awesome service.","['great', 'food', ',', 'great', 'lay', 'out', 'and', 'awesome', 'service', '.']","['great', 'food', ',', 'great', 'lay', 'out', 'awesome', 'service', '.']","['great', 'food', ',', 'great', 'lay', 'out', 'awesome', 'service', '.']","great food , great lay out awesome service ."
3148,ive asked cart attendant lotus leaf wrapped rice replied back rice walked away .,"[{""term"": ""cart attendant"", ""polarity"": ""negative"", ""start"": ""12"", ""end"": ""26""}, {""term"": ""lotus leaf wrapped rice"", ""polarity"": ""neutral"", ""start"": ""33"", ""end"": ""56""}, {""term"": ""rice"", ""polarity"": ""neutral"", ""start"": ""78"", ""end"": ""82""}]","[{""category"": ""service"", ""polarity"": ""negative""}]",ive asked cart attendant lotus leaf wrapped rice replied back rice walked away .,ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.,"['ive', 'asked', 'cart', 'attendant', 'for', 'lotus', 'leaf', 'wrapped', 'rice', 'and', 'she', 'replied', 'back', 'rice', 'and', 'just', 'walked', 'away', '.']","['ive', 'asked', 'cart', 'attendant', 'lotus', 'leaf', 'wrapped', 'rice', 'replied', 'back', 'rice', 'walked', 'away', '.']","['ive', 'asked', 'cart', 'attendant', 'lotus', 'leaf', 'wrapped', 'rice', 'replied', 'back', 'rice', 'walked', 'away', '.']",ive asked cart attendant lotus leaf wrapped rice replied back rice walked away .
2203,sea become so popular ve let it go to head .,[],"[{""category"": ""anecdotes/miscellaneous"", ""polarity"": ""negative""}]",sea become so popular ve let it go to head .,sea has become so popular that they ve let it go to their heads.,"['sea', 'has', 'become', 'so', 'popular', 'that', 'they', 've', 'let', 'it', 'go', 'to', 'their', 'heads', '.']","['sea', 'become', 'so', 'popular', 've', 'let', 'it', 'go', 'to', 'heads', '.']","['sea', 'become', 'so', 'popular', 've', 'let', 'it', 'go', 'to', 'head', '.']",sea become so popular ve let it go to head .
3661,we walked in on wednesday night seated promptly .,"[{""term"": ""seated"", ""polarity"": ""positive"", ""start"": ""43"", ""end"": ""49""}]","[{""category"": ""service"", ""polarity"": ""positive""}]",we walked in on wednesday night seated promptly .,we walked in on a wednesday night and were seated promptly.,"['we', 'walked', 'in', 'on', 'wednesday', 'night', 'and', 'were', 'seated', 'promptly', '.']","['we', 'walked', 'in', 'on', 'wednesday', 'night', 'seated', 'promptly', '.']","['we', 'walked', 'in', 'on', 'wednesday', 'night', 'seated', 'promptly', '.']",we walked in on wednesday night seated promptly .
