review_id,text,aspects,sentiments
1364,menu seemed to wide variety of dish seafood lover interesting way of preparing .,"['interesting way', 'dish seafood lover', 'wide variety']","[{'aspect': 'interesting way', 'sentiment': 'positive', 'score': 0.2, 'context': 'wide variety of dish seafood lover interesting way of preparing .'}, {'aspect': 'dish seafood lover', 'sentiment': 'positive', 'score': 0.2, 'context': 'menu seemed to wide variety of dish seafood lover interesting way of preparing .'}, {'aspect': 'wide variety', 'sentiment': 'positive', 'score': 0.2, 'context': 'menu seemed to wide variety of dish seafood lover interesting way'}]"
1365,everyone treat like part of family .,[],[]
1366,white bean brushetta to start incredible pasta phenomenal .,"['bean brushetta', 'white bean brushetta']","[{'aspect': 'bean brushetta', 'sentiment': 'positive', 'score': 0.47, 'context': 'white bean brushetta to start incredible pasta phenomenal .'}, {'aspect': 'white bean brushetta', 'sentiment': 'positive', 'score': 0.47, 'context': 'white bean brushetta to start incredible pasta phenomenal .'}]"
1367,rest of menu is limited by everything is good eats .,['good eats'],"[{'aspect': 'good eats', 'sentiment': 'positive', 'score': 0.31, 'context': 'menu is limited by everything is good eats .'}]"
1368,menu is nothing like one on website .,[],[]
1369,"great food , great lay out awesome service .","['great food', 'awesome service']","[{'aspect': 'great food', 'sentiment': 'positive', 'score': 0.87, 'context': 'great food , great lay out awesome service'}, {'aspect': 'awesome service', 'sentiment': 'positive', 'score': 0.87, 'context': 'great food , great lay out awesome service .'}]"
1370,ive asked cart attendant lotus leaf wrapped rice replied back rice walked away .,"['lotus leaf', 'back rice', 'wrapped rice', 'cart attendant lotus leaf', 'cart attendant', 'attendant leaf']","[{'aspect': 'lotus leaf', 'sentiment': 'neutral', 'score': 0.1, 'context': 'i ve asked cart attendant lotus leaf wrapped rice replied back rice walked'}, {'aspect': 'back rice', 'sentiment': 'neutral', 'score': 0.1, 'context': 'attendant lotus leaf wrapped rice replied back rice walked away .'}, {'aspect': 'wrapped rice', 'sentiment': 'neutral', 'score': 0.1, 'context': 've asked cart attendant lotus leaf wrapped rice replied back rice walked away .'}, {'aspect': 'cart attendant lotus leaf', 'sentiment': 'neutral', 'score': 0.1, 'context': 'i ve asked cart attendant lotus leaf wrapped rice replied back rice walked'}, {'aspect': 'cart attendant', 'sentiment': 'neutral', 'score': 0.1, 'context': 'i ve asked cart attendant lotus leaf wrapped rice replied back'}, {'aspect': 'attendant leaf', 'sentiment': 'neutral', 'score': 0.0}]"
1371,sea become so popular ve let it go to head .,[],[]
1372,we walked in on wednesday night seated promptly .,['wednesday night'],"[{'aspect': 'wednesday night', 'sentiment': 'neutral', 'score': 0.0, 'context': 'we walked in on wednesday night seated promptly .'}]"
1373,chennai garden is my favorite indian in city .,"['chennai garden', 'favorite indian', 'my favorite indian']","[{'aspect': 'chennai garden', 'sentiment': 'positive', 'score': 0.5, 'context': 'chennai garden is my favorite indian in city'}, {'aspect': 'favorite indian', 'sentiment': 'positive', 'score': 0.5, 'context': 'chennai garden is my favorite indian in city .'}, {'aspect': 'my favorite indian', 'sentiment': 'positive', 'score': 0.5, 'context': 'chennai garden is my favorite indian in city .'}]"
1374,"wait staff is freindly , make it feel like re eating in freindly little european town .","['european town', 'freindly little european town', 'little town']","[{'aspect': 'european town', 'sentiment': 'neutral', 'score': -0.09, 'context': 'like re eating in freindly little european town .'}, {'aspect': 'freindly little european town', 'sentiment': 'neutral', 'score': -0.09, 'context': 'it feel like re eating in freindly little european town .'}, {'aspect': 'little town', 'sentiment': 'neutral', 'score': 0.0}]"
1375,oh yeah ever on west side try sister resturant arties cafe .,"['resturant arties', 'west side']","[{'aspect': 'resturant arties', 'sentiment': 'neutral', 'score': 0.0, 'context': 'ever on west side try sister resturant arties cafe .'}, {'aspect': 'west side', 'sentiment': 'neutral', 'score': 0.0, 'context': 'oh yeah ever on west side try sister resturant arties cafe .'}]"
1376,besides be restaurant like it around city .,[],[]
1377,my roommate love .,"['my roommate love', 'roommate love']","[{'aspect': 'my roommate love', 'sentiment': 'positive', 'score': 0.5, 'context': 'my roommate love .'}, {'aspect': 'roommate love', 'sentiment': 'positive', 'score': 0.5, 'context': 'my roommate love .'}]"
1378,"waitstaff busy , it not outstanding service , but ve never dealt rudely .","['outstanding service', 'busy service']","[{'aspect': 'outstanding service', 'sentiment': 'positive', 'score': 0.15, 'context': 'waitstaff busy , it not outstanding service , but ve never dealt rudely'}, {'aspect': 'busy service', 'sentiment': 'neutral', 'score': 0.0}]"
1379,lived in japan year taste of food feel of is like back in japan .,"['japan taste', 'japan year taste', 'year taste']","[{'aspect': 'japan taste', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'japan year taste', 'sentiment': 'neutral', 'score': 0.0, 'context': 'lived in japan year taste of food feel of is like'}, {'aspect': 'year taste', 'sentiment': 'neutral', 'score': 0.0, 'context': 'lived in japan year taste of food feel of is like'}]"
1380,not worth it .,[],[]
1381,"in evening , attracted well dressed , it , ny crowd .",[],[]
1382,"it great price , food , service .",['great price'],"[{'aspect': 'great price', 'sentiment': 'positive', 'score': 0.8, 'context': 'it great price , food , service .'}]"
1383,"so close , but not good enough .",[],[]
1384,on tuesday night .,['tuesday night'],"[{'aspect': 'tuesday night', 'sentiment': 'neutral', 'score': 0.0, 'context': 'on tuesday night .'}]"
1385,also bit of hassle to get to without car happen to live in inwood .,[],[]
1386,"flavor great , menu is extensive .",['great flavor'],"[{'aspect': 'great flavor', 'sentiment': 'neutral', 'score': 0.0}]"
1387,"food amazing , service so attentive personable , ambience !","['amazing food', 'attentive personable', 'service so attentive personable']","[{'aspect': 'amazing food', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'attentive personable', 'sentiment': 'positive', 'score': 0.55, 'context': 'food amazing , service so attentive personable , ambience !'}, {'aspect': 'service so attentive personable', 'sentiment': 'positive', 'score': 0.55, 'context': 'food amazing , service so attentive personable , ambience !'}]"
1388,"place best interior seen anywhere in northside of burg , impress whoever bring .",['best interior'],"[{'aspect': 'best interior', 'sentiment': 'positive', 'score': 1.0, 'context': 'place best interior seen anywhere in northside of burg'}]"
1389,food consistant year it never let .,"['food year', 'consistant year']","[{'aspect': 'food year', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'consistant year', 'sentiment': 'neutral', 'score': -0.0, 'context': 'food consistant year it never let .'}]"
1390,found variety of sashimi plate to be satisfying fresh yummy .,"['fresh yummy', 'sashimi plate']","[{'aspect': 'fresh yummy', 'sentiment': 'positive', 'score': 0.4, 'context': 'of sashimi plate to be satisfying fresh yummy .'}, {'aspect': 'sashimi plate', 'sentiment': 'positive', 'score': 0.4, 'context': 'found variety of sashimi plate to be satisfying fresh yummy .'}]"
1391,"forget read me , atmosphere bad either .",['bad atmosphere'],"[{'aspect': 'bad atmosphere', 'sentiment': 'neutral', 'score': 0.0}]"
1392,"waste time , or money ! !",['waste time'],"[{'aspect': 'waste time', 'sentiment': 'negative', 'score': -0.31, 'context': 'waste time , or money ! !'}]"
1393,"concern much of customer health , want to make money .","['much concern', 'customer health']","[{'aspect': 'much concern', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'customer health', 'sentiment': 'positive', 'score': 0.2, 'context': 'concern much of customer health , want to make money .'}]"
1394,"we carry conversation a we routinely interrupted by waitress servant asking u to order hinting we re taking much time amazing , we sat .","['much time', 'waitress servant']","[{'aspect': 'much time', 'sentiment': 'positive', 'score': 0.4, 'context': 'to order hinting we re taking much time amazing , we sat .'}, {'aspect': 'waitress servant', 'sentiment': 'neutral', 'score': 0.0, 'context': 'conversation a we routinely interrupted by waitress servant asking u to order hinting we'}]"
1395,sometimes get good food ok service .,['good food'],"[{'aspect': 'good food', 'sentiment': 'positive', 'score': 0.6, 'context': 'sometimes get good food ok service .'}]"
1396,we ate at kai disapointed .,[],[]
1397,"it people pay lot mediocre food , noise chance to be fellow bridge tunnel folk .","['tunnel folk', 'noise chance', 'bridge tunnel', 'fellow bridge tunnel folk', 'mediocre food', ', noise chance', 'fellow folk']","[{'aspect': 'tunnel folk', 'sentiment': 'neutral', 'score': 0.0, 'context': 'noise chance to be fellow bridge tunnel folk .'}, {'aspect': 'noise chance', 'sentiment': 'negative', 'score': -0.5, 'context': 'people pay lot mediocre food , noise chance to be fellow bridge tunnel folk'}, {'aspect': 'bridge tunnel', 'sentiment': 'neutral', 'score': 0.0, 'context': ', noise chance to be fellow bridge tunnel folk .'}, {'aspect': 'fellow bridge tunnel folk', 'sentiment': 'neutral', 'score': 0.0, 'context': 'food , noise chance to be fellow bridge tunnel folk .'}, {'aspect': 'mediocre food', 'sentiment': 'negative', 'score': -0.5, 'context': 'it people pay lot mediocre food , noise chance to be fellow'}, {'aspect': ', noise chance', 'sentiment': 'negative', 'score': -0.5, 'context': 'it people pay lot mediocre food , noise chance to be fellow bridge tunnel folk'}, {'aspect': 'fellow folk', 'sentiment': 'neutral', 'score': 0.0}]"
1398,great surprise .,['great surprise'],"[{'aspect': 'great surprise', 'sentiment': 'positive', 'score': 0.8, 'context': 'great surprise .'}]"
1399,"complaining chicken dish , manager came to tell u , no one ever complained , we know dish supposed to taste like .","['no one', 'chicken dish']","[{'aspect': 'no one', 'sentiment': 'positive', 'score': 0.3, 'context': 'manager came to tell u , no one ever complained , we know dish'}, {'aspect': 'chicken dish', 'sentiment': 'negative', 'score': -0.6, 'context': 'complaining chicken dish , manager came to tell u'}]"
1400,food spicy delicious .,['food spicy delicious'],"[{'aspect': 'food spicy delicious', 'sentiment': 'positive', 'score': 1.0, 'context': 'food spicy delicious .'}]"
1401,went my fiance on tuesday evening .,"['tuesday evening', 'my fiance']","[{'aspect': 'tuesday evening', 'sentiment': 'neutral', 'score': 0.0, 'context': 'went my fiance on tuesday evening .'}, {'aspect': 'my fiance', 'sentiment': 'neutral', 'score': 0.0, 'context': 'went my fiance on tuesday evening .'}]"
1402,little overpriced but worth it take bite .,[],[]
1403,it wonderful .,[],[]
1404,went late weekday lunch .,"['weekday lunch', 'late lunch']","[{'aspect': 'weekday lunch', 'sentiment': 'negative', 'score': -0.3, 'context': 'went late weekday lunch .'}, {'aspect': 'late lunch', 'sentiment': 'neutral', 'score': 0.0}]"
1405,understand hype ...,[],[]
1406,bartender unable to tear away friend at bar .,['unable bartender'],"[{'aspect': 'unable bartender', 'sentiment': 'neutral', 'score': 0.0}]"
1407,"anyways , if re in neighborhood to eat good food , waste my time trying to find something , rather go across street to tamari .","['good food', 'my time']","[{'aspect': 'good food', 'sentiment': 'positive', 'score': 0.25, 'context': 'if re in neighborhood to eat good food , waste my time trying to'}, {'aspect': 'my time', 'sentiment': 'positive', 'score': 0.25, 'context': 'to eat good food , waste my time trying to find something , rather'}]"
1408,dahkin also offer prix fixe lunch buffet .,"['prix fixe lunch buffet', 'fixe buffet', 'lunch buffet', 'prix buffet']","[{'aspect': 'prix fixe lunch buffet', 'sentiment': 'neutral', 'score': 0.0, 'context': 'dahkin also offer prix fixe lunch buffet .'}, {'aspect': 'fixe buffet', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'lunch buffet', 'sentiment': 'neutral', 'score': 0.0, 'context': 'dahkin also offer prix fixe lunch buffet .'}, {'aspect': 'prix buffet', 'sentiment': 'neutral', 'score': 0.0}]"
1409,"although place could be little eye catching roomier , at time , it really matter .",[],[]
1410,barely see never mind conversation .,[],[]
1411,my frist time at cafe st. bart must say delicous food service .,"['delicous food service', 'delicous service', 'my frist time', 'cafe st. bart', 'frist time', 'food service']","[{'aspect': 'delicous food service', 'sentiment': 'neutral', 'score': 0.0, 'context': 'cafe st . bart must say delicous food service .'}, {'aspect': 'delicous service', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'my frist time', 'sentiment': 'neutral', 'score': 0.0, 'context': 'my frist time at cafe st . bart must'}, {'aspect': 'cafe st. bart', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'frist time', 'sentiment': 'neutral', 'score': 0.0, 'context': 'my frist time at cafe st . bart must'}, {'aspect': 'food service', 'sentiment': 'neutral', 'score': 0.0, 'context': 'st . bart must say delicous food service .'}]"
1412,get it either .,[],[]
1413,went on double date friend girlfriend drink appetizer .,"['girlfriend drink', 'double date', 'friend appetizer', 'date appetizer', 'drink appetizer']","[{'aspect': 'girlfriend drink', 'sentiment': 'neutral', 'score': 0.0, 'context': 'went on double date friend girlfriend drink appetizer .'}, {'aspect': 'double date', 'sentiment': 'neutral', 'score': 0.0, 'context': 'went on double date friend girlfriend drink appetizer .'}, {'aspect': 'friend appetizer', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'date appetizer', 'sentiment': 'neutral', 'score': 0.0}, {'aspect': 'drink appetizer', 'sentiment': 'neutral', 'score': 0.0, 'context': 'went on double date friend girlfriend drink appetizer .'}]"
